BPCY (r_4041 * r_1589);TargetFlux r_4041 with at least 0.0 of biomass (None);WYIELD biomass: r_4041 product: r_1589 ;;;solution;
0.0;0.0;0.0;;{'YOR323C': 0.25, 'YMR323W': 0.25, 'YKL217W': 0.03125, 'YNL316C': 16, 'YNL241C': 2, 'YMR241W': 0.0625, 'YDR268W': 0.125, 'YBR298C': 0.5, 'YKL220C': 2, 'YJR095W': 0, 'YDL024C': 0.03125, 'YLR174W': 8, 'YDR035W': 8, 'YFL061W': 2, 'YLR300W': 0.03125, 'YKL165C': 0.5, 'YBR019C': 32, 'YEL047C': 0.25, 'YCL064C': 0.125, 'YLR142W': 2, 'YGL125W': 4, 'YPL262W': 4};;{'r_1265': (0, 0), 'r_0020': (2.6427542649279685, 10000), 'r_0080': (0.6235310660127749, 10000), 'r_0451': (18.073901589570934, 10000), 'r_0452': (1.6709047726422666, 10000), 'r_0466': (7.063649041011226, 10000), 'r_0473': (0, 0.03716856131001254), 'r_0659': (2.6427542649279685, 10000), 'r_0938': (1.9339387010131164, 10000), 'r_1254': (0, 8.085199176832703e-14), 'r_4216': (-2.455809712195624e-07, 0)};
-0.0;0.6677087097158506;0.3119871557815596;;{'YDR410C': 4, 'YOL151W': 0.0625, 'YER152C': 0.125, 'YBR298C': 0.03125, 'YOR375C': 4, 'YJR095W': 0, 'YOL126C': 0, 'YLR174W': 8, 'YGL038C': 0.5, 'YMR313C': 0.25, 'YGR248W': 2, 'YLR300W': 0.03125, 'YBR035C': 0.5, 'YDR035W': 4, 'YBR019C': 32, 'YCL064C': 0.125, 'YBR263W': 0.25, 'YGR277C': 4};;{'r_1265': (0, 0), 'r_0714': 0, 'r_0020': (1.3048114521132224, 10000), 'r_0091': (7.695462930271635, 10000), 'r_0471': (21.001839227851278, 10000), 'r_0503': (-0.015265767627603871, 0), 'r_0659': (2.6096229042264447, 10000), 'r_0841': (0.0005897653879888623, 10000)};
0.7474433459469063;0.2930893534311591;1.9568970396806311;;{'YNL316C': 16, 'YPL057C': 0.25, 'YDR236C': 0.0625, 'YJL221C': 32, 'YBR263W': 8, 'YLR142W': 4, 'YBR298C': 0.03125, 'YBR121C': 0.5, 'YBR019C': 0.5, 'YDR035W': 8, 'YGR155W': 32, 'YNL092W': 0, 'YBR035C': 0.5, 'YOL165C': 0.5, 'YGR046W': 2, 'YPL262W': 4, 'YPR113W': 8};;{'r_4312': 0, 'r_0020': (2.6446944304404134, 10000), 'r_0451': (17.730150725297957, 10000), 'r_0452': (2.009573985992299, 10000), 'r_0503': (-10000, -0.4950697274243149), 'r_0938': (1.9353584929403478, 10000), 'r_2454': (-10000, -4.1842695974736444e-11), 'r_2455': (0.05387286430914437, 10000)};
0.30741509497038544;0.11641633095667966;2.3962660211676248;;{'YOR323C': 0.25, 'YAL054C': 0.03125, 'YNL316C': 16, 'YMR241W': 0.0625, 'YBR298C': 0.5, 'YPL057C': 2, 'YLR307W': 0.5, 'YKL220C': 2, 'YFR019W': 0.5, 'YBR263W': 32, 'YDR035W': 8, 'YLR174W': 8, 'YNL101W': 32, 'YNL241C': 4, 'YNL092W': 0, 'YBR035C': 0.5, 'YDR410C': 0, 'YEL047C': 0.25, 'YLR240W': 0.03125, 'YPL262W': 4, 'YPR113W': 8};;{'r_4233': 0, 'r_4312': 0, 'r_0020': (2.644694430440449, 10000), 'r_0451': (17.730150725295804, 10000), 'r_0452': (2.009573985992093, 10000), 'r_0466': (14.137669570922077, 10000), 'r_0473': (0, 0.03719584843305666), 'r_0503': (-10000, -1.9802789096973479), 'r_0659': (2.644694430440449, 10000), 'r_0938': (1.935358492940336, 10000), 'r_2455': (0.05387286426730135, 10000)};
0.30741509497045594;0.11710987764611627;2.3962660211680955;;{'YOR323C': 0.25, 'YNL316C': 16, 'YMR241W': 0.0625, 'YPL057C': 2, 'YLR307W': 0.5, 'YKL220C': 2, 'YFR019W': 0.5, 'YBR263W': 32, 'YDR035W': 8, 'YLR174W': 8, 'YNL101W': 32, 'YLR300W': 0.03125, 'YNL241C': 4, 'YNL092W': 0, 'YBR035C': 0.5, 'YDR410C': 0, 'YBR019C': 32, 'YEL047C': 0.25, 'YLR240W': 0.03125, 'YPL262W': 4, 'YPR113W': 8};;{'r_4233': 0, 'r_4312': 0, 'r_0020': (2.644694430440463, 10000), 'r_0451': (17.730150725298557, 10000), 'r_0452': (2.0095739859922084, 10000), 'r_0466': (14.137669570922194, 10000), 'r_0473': (0, 0.037195848433056865), 'r_0503': (-10000, -1.9802789096975761), 'r_0659': (2.644694430440463, 10000), 'r_0938': (1.9353584929403467, 10000), 'r_2455': (0.05387286426730165, 10000)};
0.30741509497045594;0.11710987764611627;2.3962660211680955;;{'YOR323C': 0.25, 'YAL054C': 0.03125, 'YNL316C': 16, 'YMR241W': 0.0625, 'YPL057C': 2, 'YLR307W': 0.5, 'YKL220C': 2, 'YFR019W': 0.5, 'YBR263W': 32, 'YDR035W': 8, 'YLR174W': 8, 'YNL101W': 32, 'YLR300W': 0.03125, 'YNL241C': 4, 'YNL092W': 0, 'YBR035C': 0.5, 'YDR410C': 0, 'YEL047C': 0.25, 'YLR240W': 0.03125, 'YPL262W': 4, 'YPR113W': 8};;{'r_4233': 0, 'r_4312': 0, 'r_0020': (2.6446944304404463, 10000), 'r_0451': (17.730150725295573, 10000), 'r_0452': (2.0095739859921276, 10000), 'r_0466': (14.13766957092207, 10000), 'r_0473': (0, 0.03719584843305661), 'r_0503': (-10000, -1.9802789096974265), 'r_0659': (2.6446944304404463, 10000), 'r_0938': (1.9353584929403331, 10000), 'r_2455': (0.05387286426730129, 10000)};
0.30741509497045594;0.11710987764611627;2.3962660211680955;;{'YOR323C': 0.25, 'YAL054C': 0.03125, 'YNL316C': 16, 'YMR241W': 0.0625, 'YPL057C': 2, 'YLR307W': 0.5, 'YKL220C': 2, 'YFR019W': 0.5, 'YBR263W': 32, 'YDR035W': 8, 'YLR174W': 8, 'YNL101W': 32, 'YLR300W': 0.03125, 'YNL241C': 4, 'YNL092W': 0, 'YDR410C': 0, 'YBR019C': 32, 'YEL047C': 0.25, 'YLR240W': 0.03125, 'YPL262W': 4, 'YPR113W': 8};;{'r_4233': 0, 'r_4312': 0, 'r_0020': (2.6446944304404094, 10000), 'r_0451': (17.730150725298408, 10000), 'r_0452': (2.0095739859920667, 10000), 'r_0466': (14.13766957092101, 10000), 'r_0473': (0, 0.037195848433056795), 'r_0503': (-10000, -1.9802789096972977), 'r_0659': (2.644694430444765, 10000), 'r_0938': (1.9353584929403431, 10000), 'r_2455': (0.05387286426730155, 10000)};
-0.0;0.7164936645942693;0.2616120440305421;;{'YGR248W': 2, 'YAL035W': 0.125, 'YPL057C': 0.25, 'YNL092W': 0, 'YNL316C': 8, 'YNL241C': 4, 'YDR453C': 32, 'YDR236C': 0.0625, 'YBR022W': 0.5, 'YJR095W': 0, 'YLR142W': 16, 'YLR058C': 0.5, 'YPR113W': 8};;{'r_1265': (0, 0), 'r_4312': 0, 'r_0091': (7.063649041011209, 10000), 'r_0466': (14.127298082022419, 10000), 'r_0502': (0, 0.2766965982853469), 'r_0938': (0.9669693505065533, 10000), 'r_2455': (0.05383334277396436, 10000)};
0.48382571404359537;0.18675726497097495;2.0803322744771866;;{'YOR323C': 0.25, 'YMR323W': 0.25, 'YKL217W': 0.03125, 'YNL316C': 16, 'YNL241C': 2, 'YDR268W': 0.125, 'YBR298C': 0.5, 'YBR263W': 32, 'YJR095W': 0, 'YDL024C': 0.03125, 'YLR174W': 8, 'YDR035W': 8, 'YLR300W': 0.03125, 'YKL165C': 0.5, 'YMR256C': 0.0625, 'YLR142W': 2, 'YGR046W': 2, 'YPL262W': 4, 'YPR113W': 8};;{'r_1265': (0, 0), 'r_0020': (2.642754264927963, 10000), 'r_0451': (18.073901589571232, 10000), 'r_0452': (1.6709047726422765, 10000), 'r_0466': (7.063649041011233, 10000), 'r_0473': (0, 0.03716856131001256), 'r_0503': (-10000, -1.9788261638526228), 'r_0659': (2.642754264927963, 10000), 'r_0938': (1.9339387010131173, 10000), 'r_1254': (0, 9.524325772503062e-14), 'r_2455': (0.053833342773964656, 10000), 'r_4216': (-2.455809712195625e-07, 0)};
0.48382571404359537;0.18675726497097495;2.0803322744771866;;{'YOR323C': 0.25, 'YMR323W': 0.25, 'YKL217W': 0.03125, 'YNL316C': 16, 'YNL241C': 2, 'YMR241W': 0.0625, 'YDR268W': 0.125, 'YBR298C': 0.5, 'YBR263W': 32, 'YJR095W': 0, 'YDL024C': 0.03125, 'YLR174W': 8, 'YDR035W': 8, 'YLR300W': 0.03125, 'YMR256C': 0.0625, 'YLR142W': 2, 'YGR046W': 2, 'YPL262W': 4, 'YPR113W': 8};;{'r_1265': (0, 0), 'r_0020': (2.6427542649278717, 10000), 'r_0451': (18.07390158956875, 10000), 'r_0452': (1.670904772642222, 10000), 'r_0466': (7.06364904101099, 10000), 'r_0473': (0, 0.03716856131001227), 'r_0503': (-10000, -1.978826163847042), 'r_0659': (2.6427542649278717, 10000), 'r_0938': (1.9339387010131022, 10000), 'r_2455': (0.05383334277396424, 10000), 'r_4216': (-2.455809712195606e-07, 0)};
